Cell Line Name,Canonical Name,Tissue Diagnosis,Gender,Ethnicity,Age,Age Unit,Age Category,SOURCE
Mo,Mo,Leukemia,Male,Unknown,Unknown,Unknown,Unknown,ATCC
M-O7e,M-O7e,Leukemia Acute Myelogenous,Female,Unknown,6,Months,Juvenile, --
Mo-B,Mo-B,Leukemia,Male,Caucasian,33,Years,Adult,ATCC
MOG-G-CCM,MOG-G-CCM,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MOG-G-UVW,MOG-G-UVW,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MOH (TOU II-3),MOH (TOU II-3),Normal,Male,Unknown,Unknown,Unknown,Unknown,ECACC
MOLM-13,MOLM-13,Leukemia Acute Myelogenous,Male,Unknown,20,Years,Adult,DSMZ
MOLM-16,MOLM-16,Leukemia Acute Myelogenous,Female,Japanese,77,Years,Adult,DSMZ
MOLM-20,MOLM-20,Leukemia,Female,Unknown,63,Years,Adult,DSMZ
MOLM-6,MOLM-6,Leukemia Chronic Myelogenous,Male,Unknown,44,Years,Adult,DSMZ
MOLP-2,MOLP-2,Multiple Myeloma,Male,Unknown,55,Years,Adult,DSMZ
MOLP-8,MOLP-8,Multiple Myeloma,Male,Japanese,52,Years,Adult,DSMZ
MOLT-13,MOLT-13,Leukemia,Female,Unknown,2,Years,Juvenile,DSMZ
MOLT-14,MOLT-14,Leukemia,Female,Unknown,2,Years,Juvenile,DSMZ
MOLT-15,CCRF-SB,Leukemia Acute Lymphocytic,Male,Caucasian,11.5,Years,Juvenile, --
MOLT-16,MOLT-16,Leukemia,Female,Unknown,5,Years,Juvenile,DSMZ
MOLT-17,MOLT-17,Leukemia,Female,Unknown,5,Years,Juvenile,DSMZ
MOLT-3,MOLT-3,Leukemia Acute Lymphocytic,Male,Unknown,19,Years,Juvenile,ATCC
MOLT-4,MOLT-4,Leukemia Acute Lymphocytic,Male,Unknown,19,Years,Juvenile,ATCC
MOLT-4F,MOLT-4F,Leukemia Acute Lymphocytic,Male,Unknown,19,Years,Juvenile,JCRB
MONO-MAC-1,MONO-MAC-1,Leukemia Acute Myelogenous,Male,Unknown,64,Years,Adult,DSMZ
MONO-MAC-6,MONO-MAC-6,Leukemia Acute Myelogenous,Male,Unknown,64,Years,Adult,DSMZ
MOR,MOR,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MOTN-1,MOTN-1,Leukemia,Female,Unknown,65,Years,Adult,DSMZ
MPanc-96,AsPC-1,Adenocarcinoma,Female,Caucasian,62,Years,Adult,ATCC
MPC-11,MPC-11,Plasmacytoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
MR10-1,HeLa,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN
MR1-3 (HeLa derivative),HeLa,Adenocarcinoma,Female,African,31,Years,Adult, --
MR6,HeLa,Adenocarcinoma,Female,African,31,Years,Adult,RIKEN
MRC-5,MRC-5,Normal,Male,Caucasian,14,Weeks,Fetal,ATCC
MRC-5 pd19,MRC-5 pd19,Normal,Male,Unknown,14,Weeks,Fetal,ECACC
MRC-5 pd25,MRC-5 pd25,Normal,Male,Unknown,14,Weeks,Fetal,ECACC
MRC-5 pd30,MRC-5 pd30,Normal,Male,Unknown,14,Weeks,Fetal,ECACC
MRC-5,MRC-5,Normal,Male,Caucasian,14,Weeks,Fetus,RIKEN
MRC-5-30,MRC-5-30,Normal,Male,Unknown,14,Weeks,Juvenile,JCRB
MRC-5-40,MRC-5-40,Normal,Male,Unknown,14,Weeks,Juvenile,JCRB
MRC-5-50,MRC-5-50,Normal,Male,Unknown,14,Weeks,Juvenile,JCRB
MRC-7,MRC-7,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ECACC
MRC-9,MRC-9,Normal,Female,Caucasian,15,Weeks,Fetus,ATCC
MRC-9-30,MRC-9-30,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB
MRK-nu-1,MRK-nu-1,Carcinoma,Female,Unknown,46,Years,Adult,JCRB
MS-1,MS-1,Carcinoma Small Cell,Male,Japanese,54,Years,Adult,ECACC
MS-1-L,MS-1-L,Carcinoma Small Cell,Male,Japanese,54,Years,Adult,JCRB
MS751,MS751,Carcinoma,Female,Caucasian,47,Years,Adult, --
MSTO-211H,MSTO-211H,Mesothelioma,Male,Caucasian,62,Years,Adult,ATCC
MT-1,MT-1,Leukemia,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB
MT-2,MT-2,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MT-3,LS-174T,Adenocarcinoma,Female,Caucasian,58,Years,Adult,JCRB
MT-4,MT-4,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
MTA,MTA,Leukemia,Female,Unknown,58,Years,Adult,JCRB
Murphy,Murphy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
MUTZ-2,MUTZ-2,Leukemia Acute Myelogenous,Male,Unknown,62,Years,Adult,DSMZ
MUTZ-3,MUTZ-3,Leukemia Acute Myelogenous,Male,Unknown,29,Years,Adult,DSMZ
MUTZ-5,MUTZ-5,Leukemia,Male,Unknown,26,Years,Adult,DSMZ
MV-4-11,MV-4-11,Leukemia Acute Myelogenous,Male,Unknown,10,Years,Juvenile,DSMZ
MV522,HT-29,Adenocarcinoma,Female,Caucasian,44,Years,Adult, --
MX-1,MX-1,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
MY,MY,Leukemia,Female,Japanese,52,Years,Adult,JCRB
MY-EBV-LCL,MY-EBV-LCL,Normal,male,Japanese,50,Years,Adult,RIKEN
My-La CD4+,My-La CD4+,mycosis fungoides,Male,Unknown,82,Years,Adult,ECACC
My-La CD8+,My-La CD8+,mycosis fungoides,Unknown,Caucasian,82,Years,Adult,ECACC
MY-M12,MY-M12,Leukemia,Female,Japanese,52,Years,Adult,JCRB
MY-M13,MY-M13,Leukemia,Female,Japanese,52,Years,Adult,JCRB
N2102Ep Clone 2/A6,N2102Ep Clone 2/A6,Carcinoma Embryonal,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC
NAE,NAE,Melanoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NAGL-1,NAGL-1,Leukemia,Female,Unknown,Unknown,Unknown,Unknown,JCRB
NALL-1,NALL-1,Leukemia Acute Lymphocytic,Male,Unknown,14,Years,Juvenile,JCRB
NALM-1,NALM-1,Leukemia Chronic Myelogenous,Female,Unknown,3,Years,Juvenile,DSMZ
NALM-19,NALM-19,Leukemia,Male,Unknown,26,Years,Adult,DSMZ
NALM-6,NALM-6,Leukemia,Male,Unknown,19,Years,Juvenile,DSMZ
NAMALWA,NAMALWA,Malignant Lymphoma - Burkitts Type,Female,Unknown,3,Years,Juvenile,ATCC
NB(TU)1-10,NB(TU)1-10,Neuroblastoma,Female,Japanese,20,Months,Juvenile,JCRB
NB-1,NB-1,Neuroblastoma,Male,Unknown,2,Years,Juvenile,JCRB
NB16,NB16,Unknown,Female,Unknown,3,Years,Juvenile,RIKEN
NB19,NB19,Normal,Female,Unknown,1,Years,Juvenile,RIKEN
NB1RGB,NB1RGB,Normal,Male,Japanese,3,Days,Juvenile,RIKEN
NB-4,NB-4,Leukemia,Female,Unknown,23,Years,Adult,DSMZ
NB69,NB69,Neuroblastoma,Male,Unknown,16,Months,Juvenile,ECACC
NB9,NB9,Neuroblastoma,Male,Unknown,22,Months,Juvenile,RIKEN
NBL-S,NBL-S,Neuroblastoma,Male,Unknown,3,Years,Juvenile,DSMZ
NBsusSR,NBsusSR,Unknown,Male,Japanese,18,Years,Juvenile,RIKEN
NC02,NC02,Leukemia Chronic Myelogenous,Female,Unknown,35,Years,Adult,JCRB
NC-37,NC-37,Malignant Lymphoma - Burkitts Type,Male,African,11,Years,Juvenile,ATCC
NCC16-P11,NCC16-P11,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB
NCCIT,NCCIT,Teratoma,Male,Japanese,24,Years,Adult,ATCC
NCC-IT-A3,NCC-IT-A3,Teratoma,Male,Japanese,24,Years,Adult,JCRB
NCC-OvC-K119,NCC-OvC-K119,Carcinoma,Female,Japanese,52,Years,Adult,JCRB
NCC-RbC-39,NCC-RbC-39,Retinoblastoma,Male,Japanese,3,Years,Juvenile,JCRB
NCC-RbC-51,NCC-RbC-51,Retinoblastoma,Male,Japanese,5,Years,Juvenile,JCRB
NCC-RbC-54,NCC-RbC-54,Retinoblastoma,Female,Japanese,3,Months,Juvenile,JCRB
NCC-RbC-56,NCC-RbC-56,Retinoblastoma,Male,Japanese,3,Years,Juvenile,JCRB
NCC-RbC-57,NCC-RbC-57,Retinoblastoma,Female,Japanese,2,Years,Juvenile,JCRB
NCC-RbC-59,NCC-RbC-59,Retinoblastoma,Female,Unknown,Unknown,Unknown,Unknown,RIKEN
NCC-RbC-60,NCC-RbC-60,Retinoblastoma,Male,Unknown,1,Years,Juvenile,RIKEN
NCC-RbC-67,NCC-RbC-67,Retinoblastoma,Female,Japanese,6,Months,Juvenile,JCRB
NCC-RbC-83,NCC-RbC-83,Retinoblastoma,Male,Unknown,4,Years,Juvenile,RIKEN
NCC-RbC-92,NCC-RbC-92,Retinoblastoma,Female,Japanese,1,Years,Juvenile,JCRB
NCC-RbC-T1,NCC-RbC-T1,Retinoblastoma,Male,Japanese,2,Years,Juvenile,JCRB
NCC-StC-K140,NCC-StC-K140,Adenocarcinoma,Female,Unknown,36,Years,Adult,JCRB
NCE 16IIA,NCE 16IIA,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB
NCE16,NCE16,Normal,Female,Japanese,Unknown,Unknown,Unknown,JCRB
NCE-G63,NCE-G63,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI/ADR-RES,NCI/ADR-RES,Carcinoma,Female,Unknown,64,Years,Adult, --
NCI-BL1184,NCI-BL1184,Normal,Male,Caucasian,42,Years,Adult,ATCC
NCI-BL128,NCI-BL128,Normal,Male,African,60,Years,Adult,ATCC
NCI-BL1339,NCI-BL1339,Normal,Female,Caucasian,49,Years,Adult,ATCC
NCI-BL1395,NCI-BL1395,Normal,Female,Caucasian,55,Years,Adult,ATCC
NCI-BL1437,NCI-BL1437,Normal,Male,Caucasian,60,Years,Adult,ATCC
NCI-BL1450,NCI-BL1450,Normal,Male,Caucasian,Unknown,Unknown,Unknown,ATCC
NCI-BL1514,NCI-BL1514,Normal,Female,Caucasian,56,Years,Adult,ATCC
NCI-BL1607,NCI-BL1607,Normal,Male,Caucasian,54,Years,Adult,ATCC
NCI-BL1672,NCI-BL1672,Normal,Male,Caucasian,58,Years,Adult,ATCC
NCI-BL1770,NCI-BL1770,Normal,Male,Caucasian,57,Years,Adult,ATCC
NCI-BL2009,NCI-BL2009,Normal,Female,Caucasian,68,Years,Adult,ATCC
NCI-BL2028,NCI-BL2028,Normal,Male,Caucasian,72,Years,Adult,ATCC
NCI-BL2052,NCI-BL2052,Normal,Male,Caucasian,65,Years,Adult,ATCC
NCI-BL2087,NCI-BL2087,Normal,Male,Caucasian,69,Years,Adult,ATCC
NCI-BL209,NCI-BL209,Normal,Male,Caucasian,Unknown,Unknown,Unknown,ATCC
NCI-BL2107,NCI-BL2107,Normal,Male,African,36,Years,Adult,ATCC
NCI-BL2122,NCI-BL2122,Normal,Female,Caucasian,46,Years,Adult,ATCC
NCI-BL2126,NCI-BL2126,Normal,Male,Caucasian,65,Years,Adult,ATCC
NCI-BL2141,NCI-BL2141,Normal,Male,Caucasian,58,Years,Adult,ATCC
NCI-BL2171,NCI-BL2171,Normal,Male,Caucasian,50,Years,Adult,ATCC
NCI-BL2195,NCI-BL2195,Normal,Male,Caucasian,67,Years,Adult,ATCC
NCI-BL2347,NCI-BL2347,Normal,Female,Caucasian,54,Years,Adult,ATCC
NCI-H1048,NCI-H1048,Carcinoma Small Cell,Female,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1059,NCI-H1059,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1086,NCI-H1086,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1092,NCI-H1092,Carcinoma Small Cell,Male,Caucasian,67,Years,Adult,ATCC
NCI-H1101,NCI-H1101,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1105,NCI-H1105,Carcinoma Small Cell,Male,Caucasian,73,Years,Adult,ATCC
NCI-H1155,NCI-H1155,Carcinoma Non-Small Cell,Male,Caucasian,36,Years,Adult,ATCC
NCI-H1173,NCI-H1173,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1184,NCI-H1184,Carcinoma Small Cell,Male,Caucasian,42,Years,Adult,ATCC
NCI-H1185,NCI-H1185,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1238,NCI-H1238,Carcinoma Small Cell,Male,Caucasian,64,Years,Adult,ATCC
NCI-H125,NCI-H125,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1264,NCI-H1264,Carcinoma Small Cell,Female,Caucasian,49,Years,Adult, --
NCI-H128,NCI-H128,Carcinoma Small Cell,Male,African,60,Years,Adult,ATCC
NCI-H1299,NCI-H1299,Carcinoma Non-Small Cell,Male,Caucasian,43,Years,Adult,ATCC
NCI-H1299F1-A11,NCI-H1299F1-A11,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1299F1-B1,NCI-H1299F1-B1,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1304,NCI-H1304,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1315,NCI-H1315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1334,NCI-H1334,Carcinoma,Male,Unknown,52,Years,Adult, --
NCI-H1339,NCI-H1339,Carcinoma Small Cell,Female,Caucasian,49,Years,Adult, --
NCI-H1341,NCI-H1341,Carcinoma Small Cell,Female,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1355,NCI-H1355,Adenocarcinoma,Male,Caucasian,53,Years,Adult,ATCC
NCI-H1373,NCI-H1373,Adenocarcinoma,Male,African,56,Years,Adult,ATCC
NCI-H1378,NCI-H1378,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1385,NCI-H1385,Carcinoma Non-Small Cell,Female,african,49,Years,Adult,ATCC
NCI-H1395,NCI-H1395,Adenocarcinoma,Female,Caucasian,55,Years,Adult,ATCC
NCI-H1404,NCI-H1404,Adenocarcinoma Papillary,Male,Caucasian,48,Years,Adult,ATCC
NCI-H1417,NCI-H1417,Carcinoma Small Cell,Female,Caucasian,51,Years,Adult,ATCC
NCI-H1435,NCI-H1435,Carcinoma Non-Small Cell,Female,Unknown,35,Years,Adult,ATCC
NCI-H1436,NCI-H1436,Carcinoma Small Cell,Male,Caucasian,39,Years,Adult,ATCC
NCI-H1437,NCI-H1437,Carcinoma Non-Small Cell,Male,Caucasian,60,Years,Adult,ATCC
NCI-H1445,NCI-H1445,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1447,NCI-H1447,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H146,NCI-H146,Carcinoma Small Cell,Male,Caucasian,Unknown,Unknown,Unknown, --
NCI-H1466,NCI-H1466,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1474,NCI-H1474,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1479PF,NCI-H1479PF,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1498,NCI-H1498,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1512,NCI-H1512,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1514,NCI-H1514,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1522,NCI-H1522,Carcinoma Small Cell,Male,Caucasian,53,Years,Adult,ATCC
NCI-H1548,NCI-H1548,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1563,NCI-H1563,Carcinoma Non-Small Cell,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1568,NCI-H1568,Carcinoma Non-Small Cell,Female,Caucasian,48,Years,Adult,ATCC
NCI-H157,NCI-H157,Carcinoma Small Cell,Female,Caucasian,49,Years,Adult, --
NCI-H1570,NCI-H1570,Carcinoma Large Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1573,HEC-1,Adenocarcinoma,Female,Caucasian,35,Years,Adult,ATCC
NCI-H1581,NCI-H1581,Carcinoma Non-Small Cell,Male,Caucasian,44,Years,Adult,ATCC
NCI-H1583,NCI-H1583,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1608,NCI-H1608,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1618,NCI-H1618,Carcinoma Small Cell,Female,Caucasian,55,Years,Adult, --
NCI-H1622,NCI-H1622,Carcinoma Small Cell,Male,Caucasian,42,Years,Adult, --
NCI-H1623,NCI-H1623,Carcinoma Non-Small Cell,Male,Caucasian,58,Years,Adult,ATCC
NCI-H1648,NCI-H1648,Adenocarcinoma,Male,African,39,Years,Adult,ATCC
NCI-H1650,NCI-H1650,Adenocarcinoma,Male,Caucasian,27,Years,Adult,ATCC
NCI-H1651,NCI-H1651,Carcinoma Non-Small Cell,Male,Unknown,71,Years,Adult,ATCC
NCI-H1653,NCI-H1653,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1666,NCI-H1666,Adenocarcinoma,Female,Caucasian,50,Years,Adult,ATCC
NCI-H1672,NCI-H1672,Carcinoma Small Cell,Male,Caucasian,58,Years,Adult,ATCC
NCI-H1688,NCI-H1688,Carcinoma Small Cell,Male,Caucasian,50,Years,Adult, --
NCI-H1693,NCI-H1693,Adenocarcinoma,Female,Caucasian,55,Years,Adult,ATCC
NCI-H1694,NCI-H1694,Carcinoma Small Cell,Male,Caucasian,61,Years,Adult,ATCC
NCI-H1703,NCI-H1703,Carcinoma Non-Small Cell,Male,Caucasian,54,Years,Adult,ATCC
NCI-H1710,NCI-H1710,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1717,NCI-H1717,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1725,NCI-H1725,Carcinoma Large Cell,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1734,NCI-H1734,Carcinoma Non-Small Cell,Female,Unknown,56,Years,Adult,ATCC
NCI-H1755,NCI-H1755,Carcinoma Non-Small Cell,Female,Caucasian,65,Years,Adult,ATCC
NCI-H1770,NCI-H1770,Carcinoma Non-Small Cell,Male,Caucasian,57,Years,Adult,ATCC
NCI-H1781,NCI-H1781,Adenocarcinoma,Female,Caucasian,66,Years,Adult,ATCC
NCI-H1792,NCI-H1792,Adenocarcinoma,Male,Caucasian,50,Years,Adult,ATCC
NCI-H1793,NCI-H1793,Adenocarcinoma,Female,Unknown,52,Years,Adult,ATCC
NCI-H1819,NCI-H1819,Adenocarcinoma,Female,Caucasian,55,Years,Adult,ATCC
NCI-H1836,NCI-H1836,Carcinoma Small Cell,Male,Caucasian,52,Years,Adult,ATCC
NCI-H1838,NCI-H1838,Carcinoma Non-Small Cell,Female,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1869,NCI-H1869,Carcinoma Non-Small Cell,Male,Caucasian,58,Years,Adult,ATCC
NCI-H187,NCI-H187,Carcinoma Small Cell,Male,Caucasian,47,Years,Adult,ATCC
NCI-H1870,NCI-H1870,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1876,NCI-H1876,Carcinoma Small Cell,Male,Caucasian,59,Years,Adult,ATCC
NCI-H1878,NCI-H1878,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1882,NCI-H1882,Carcinoma Small Cell,Male,Caucasian,59,Years,Adult,ATCC
NCI-H1904,NCI-H1904,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1915,NCI-H1915,Carcinoma Non-Small Cell,Female,Caucasian,61,Years,Adult,ATCC
NCI-H1926,NCI-H1926,Carcinoma Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1929,NCI-H1929,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1930,NCI-H1930,Carcinoma Small Cell,Male,Caucasian,41,Years,Adult,ATCC
NCI-H1944,NCI-H1944,Carcinoma Non-Small Cell,Female,Caucasian,62,Years,Adult,ATCC
NCI-H1954,NCI-H1954,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H196,NCI-H196,Carcinoma Small Cell,Male,Caucasian,68,Years,Adult,ATCC
NCI-H1963,NCI-H1963,Carcinoma Small Cell,Male,African,56,Years,Adult, --
NCI-H1968,NCI-H1968,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1974,NCI-H1974,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H1975,NCI-H1975,Adenocarcinoma,Female,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H1977,NCI-H1977,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H1993,NCI-H1993,Carcinoma Non-Small Cell,Female,Caucasian,47,Years,Adult,ATCC
NCI-H1994,NCI-H1994,Carcinoma Small Cell,Female,Caucasian,69,Years,Adult,ATCC
NCI-H2009,NCI-H2009,Adenocarcinoma,Female,Caucasian,68,Years,Adult,ATCC
NCI-H2023,NCI-H2023,Carcinoma Non-Small Cell,Male,Caucasian,26,Years,Adult,ATCC
NCI-H2029,NCI-H2029,Carcinoma Small Cell,Female,Caucasian,69,Years,Adult, --
NCI-H2030,NCI-H2030,Carcinoma Non-Small Cell,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2052,NCI-H2052,Mesothelioma,Male,Caucasian,65,Years,Adult,ATCC
NCI-H2058,NCI-H2058,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2059,NCI-H2059,Carcinoma Small Cell,Male,Caucasian,58,Years,Adult,ATCC
NCI-H2066,NCI-H2066,Adenocarcinoma,Female,Caucasian,70,Years,Adult,ATCC
NCI-H207,NCI-H207,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2073,NCI-H2073,Adenocarcinoma,Female,Caucasian,47,Years,Adult,ATCC
NCI-H2077,NCI-H2077,Carcinoma Non-Small Cell,Male,Caucasian,44,Years,Adult, --
NCI-H2081,NCI-H2081,Carcinoma Small Cell,Female,Caucasian,59,Years,Adult,ATCC
NCI-H2085,NCI-H2085,Carcinoma Non-Small Cell,Male,Unknown,45,Years,Adult,ATCC
NCI-H2086,NCI-H2086,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2087,NCI-H2087,Carcinoma Non-Small Cell,Male,Caucasian,69,Years,Adult,ATCC
NCI-H209,NCI-H209,Carcinoma Small Cell,Male,Caucasian,Unknown,Unknown,Unknown, --
NCI-H2098,NCI-H2098,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H2106,NCI-H2106,Carcinoma Non-Small Cell,Male,Caucasian,58,Years,Adult,ATCC
NCI-H2107,NCI-H2107,Carcinoma Small Cell,Male,African,36,Years,Adult,ATCC
NCI-H2108,NCI-H2108,Carcinoma Small Cell,Male,African,36,Years,Adult,ATCC
NCI-H211,NCI-H211,Carcinoma Small Cell,Female,Caucasian,50,Years,Adult, --
NCI-H2110,NCI-H2110,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2122,NCI-H2122,Carcinoma Non-Small Cell,Female,Caucasian,46,Years,Adult,ATCC
NCI-H2126,NCI-H2126,Carcinoma Non-Small Cell,Male,Caucasian,65,Years,Adult,ATCC
NCI-H2135,NCI-H2135,Carcinoma Non-Small Cell,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2141,NCI-H2141,Carcinoma Small Cell,Male,Caucasian,58,Years,Adult,ATCC
NCI-H2145,NCI-H2145,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2170,NCI-H2170,Carcinoma Squamous Cell,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2171,NCI-H2171,Carcinoma Small Cell,Male,Caucasian,50,Years,Adult,ATCC
NCI-H2172,NCI-H2172,Carcinoma Non-Small Cell,Female,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2195,NCI-H2195,Carcinoma Small Cell,Male,Caucasian,67,Years,Adult,ATCC
NCI-H2196,NCI-H2196,Carcinoma Small Cell,Male,Caucasian,67,Years,Adult,ATCC
NCI-H2198,NCI-H2198,Carcinoma Small Cell,Male,Caucasian,67,Years,Adult,ATCC
NCI-H220,NCI-H220,Carcinoma Small Cell,Male,African,51,Years,Adult,ATCC
NCI-H2227,NCI-H2227,Carcinoma Small Cell,Male,Caucasian,54,Years,Adult, --
NCI-H2228,NCI-H2228,Carcinoma Non-Small Cell,Female,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2250,NCI-H2250,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2258,NCI-H2258,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H226,NCI-H226,Mesothelioma,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2280,NCI-H2280,Carcinoma Small Cell,Female,Caucasian,57,Years,Adult, --
NCI-H2284,NCI-H2284,Carcinoma Squamous Cell,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2286,NCI-H2286,Carcinoma Small Cell,Female,Caucasian,57,Years,Adult,ATCC
NCI-H2291,NCI-H2291,Carcinoma Non-Small Cell,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H23,NCI-H23,Carcinoma Non-Small Cell,Male,African,51,Years,Adult,ATCC
NCI-H2330,NCI-H2330,Carcinoma Small Cell,Female,Caucasian,57,Years,Adult,ATCC
NCI-H2342,NCI-H2342,Carcinoma Non-Small Cell,Male,Caucasian,55,Years,Adult,ATCC
NCI-H2347,NCI-H2347,Carcinoma Non-Small Cell,Female,Caucasian,54,Years,Adult,ATCC
NCI-H2369,NCI-H2369,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H2373,NCI-H2373,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H2380,NCI-H2380,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI
NCI-H2405,NCI-H2405,Carcinoma Non-Small Cell,Male,Caucasian,47,Years,Adult,ATCC
NCI-H2444,NCI-H2444,Carcinoma Non-Small Cell,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2452,NCI-H2452,Mesothelioma,Male,Unknown,Unknown,Unknown,Unknown,ATCC
NCI-H2461,NCI-H2461,Mesothelioma,Unknown,Unknown,Unknown,Unknown,Unknown, --
NCI-H249,NCI-H69,Carcinoma Small Cell,Male,Caucasian,55,Years,Adult,ATCC
NCI-H250,NCI-H250,Carcinoma Small Cell,Male,african,34,Years,Adult,ATCC
