Name,Canonical_Name,Primary Tissue,Diagnosis,Gender,Ethnicity,Age,Age_Unit,Age_Category,Source,Status,"Cancer Type (1=Undefined, 2=Breast, 3=Male Prostate, 4=Lung)","Gender Index (1=Female, 2=Male, 3=Unspecified)","Ethnicity Index (1=Asian, 2=Black, 3=Hispanic,4=Native American, 5=White, 6=Unspecified)","Contaminant Status Index(0=Uncontaminated, 1=Contaminated, Derivative Line, 3=Nomenclature, 4=Parental, 5=Unresolved)","Donor Age (Years, -10=Unspecified)",Founding Year of Cell Line (-10=Undefined),URL, 
CS1,CS1,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
CS1R,CS1R,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
EW 7476,EW 7476,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
FLYRD18,FLYRD18,Bone,fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
H/Chondro,H/Chondro,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
hFOB 1.19,hFOB 1.19,Bone,Normal,Unknown,Unknown,Unknown,Unknown,Fetus,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 709.T,Hs 709.T,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 735.T,Hs 735.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 792(A).T,Hs 792(A).T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 792(B).T,Hs 792(B).T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 805.T,Hs 805.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 811.T,Hs 811.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 820.T,Hs 820.T,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 845.T,Hs 845.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 846.T,Hs 846.T,Bone,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 864.T,Hs 864.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 866.T,Hs 866.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 871.T,Hs 871.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 883.T,Hs 883.T,Bone,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 894(B).T,Hs 894(B).T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
Hs 900.T,Hs 900.T,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 903.T,Hs 903.T,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HT-728.T,HT-728.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HTK-,HTK-,Bone,Lymphoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
Murphy,Murphy,Bone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
NY,NY,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
OSA 80,OSA 80,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
R-970-5,R-970-5,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Sarc9371,Sarc9371,Bone,Sarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
T1-73,T1-73,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 417.T,TE 417.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TE 418.T,TE 418.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TO 203.T,TO 203.T,Bone,Osteosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Yub637b,Yub637b,Bone,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub642b,Yub642b,Bone,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
LS3-10,LS3-10,Bone Marrow,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
StromaNKtert,StromaNKtert,Bone Marrow,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
Yub621BMC,Yub621BMC,Bone Marrow,Normal,Unknown,Japanese,Unknown,Unknown,Unknown,JCRB,0,1,3,1,0,-10.0,-10,,
Yub635,Yub635,Bone Marrow,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub636,Yub636,Bone Marrow,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
Yub642,Yub642,Bone Marrow,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
G111,G111,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
G112,G112,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
G118,G118,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
G120,G120,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G121,G121,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G122,G112,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
G124,G124,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G130,G130,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G140,G140,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G141,G118,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
G142,G118,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
G22,G22,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G28T,G28T,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G44,G44,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
G59,G59,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G61,G61,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G84,G84,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,0,1,3,6,0,-10.0,-10,,
G96,G44,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,Manfred Westphal in Hamburg,Parental,1,3,6,4,-10.0,-10,,
GBM1-HAM,GBM1-HAM,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
GOTO,GOTO,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
HCN-1A,HCN-1A,Brain,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
KELLY,KELLY,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,Contaminant? Requires determination of provenance.,1,3,6,1,-10.0,-10,,
KP-N-RT-BM-1,KP-N-RT-BM-1,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
KP-N-SI9s,KP-N-SI9s,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
KP-N-YN,KP-N-YN,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
LA-N-5,LA-N-5,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
LNZTA3WT11,LNZTA3WT11,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
LNZTA3WT4,LNZTA3WT4,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
LXFA 983,LXFA 983,Brain,Adenocarcinoma Metastatic,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
MOG-G-CCM,MOG-G-CCM,Brain,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
MOG-G-UVW,MOG-G-UVW,Brain,Astrocytoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
NCE-G63,NCE-G63,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
NMC-G1,NMC-G1,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
ODA14-RAV,ODA14-RAV,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
SCCH-26,SCCH-26,Brain,Neuroblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
SF126,SF126,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
SF268,SF268,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
SF539,SF539,Brain,Glioma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
SVG p12,SVG p12,Brain,Normal,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
TASK1,TASK1,Brain,Unknown,Unknown,Japanese,21,Years,Adult,JCRB,0,1,3,1,0,21.0,-10,,
U-373 MG (Uppsala),U-373 MG (Uppsala),Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
YKG-1,YKG-1,Brain,Glioblastoma,Unknown,Unknown,Unknown,Unknown,Unknown,RIKEN,0,1,3,6,0,-10.0,-10,,
JJ012,JJ012,Cartilage,Chondrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
LS1034,LS1034,Cecum,Carcinoma,Unknown,Caucasian,54,Years,Adult,ATCC,0,1,3,5,0,54.0,-10,,
GIRARDI HEART C7,GIRARDI HEART C7,Cervix,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,3,6,0,-10.0,-10,,
X1/5,X1/5,Cervix,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
C170,C170,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
CaR-1,CaR-1,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
CCK-81,CCK-81,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
CL-11,CL-11,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,DSMZ,0,1,3,6,0,-10.0,-10,,
FHC,FHC,Colon,Normal,Unknown,Unknown,13,Weeks,Fetus,ATCC,0,1,3,6,0,0.3,-10,,
HCC1140,HCC1140,Colon,Carcinoid tumor,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC2998,HCC2998,Colon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UTSW,0,1,3,6,0,-10.0,-10,,
HCC56,HCC56,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
HRA-19,HRA-19,Colon,Adenocarcinoma,Unknown,Unknown,66,Years,Adult,ECACC,0,1,3,6,0,66.0,-10,,
HRA-19a1.1,HRA-19a1.1,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HRA-19a1.1 Alpha 2F,HRA-19a1.1 Alpha 2F,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HRA-19a1.1 Alpha2 B,HRA-19a1.1 Alpha2 B,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HRA-19a1.1 Alpha2Alpha1 B,HRA-19a1.1 Alpha2Alpha1 B,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
HRA-19a1.1 Alpha2Alpha1 E,HRA-19a1.1 Alpha2Alpha1 E,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
Hs 587.Int,Hs 587.Int,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
HT-55,HT-55,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
Human Mucosal cells,Human Mucosal cells,Colon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,JCRB,0,1,3,6,0,-10.0,-10,,
KM-12,KM-12,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown, --,0,1,3,6,0,-10.0,-10,,
MDST8,MDST8,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
NCI-H548,NCI-H548,Colon,Adenocarcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
NCI-H742,NCI-H742,Colon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
NCI-H768,NCI-H768,Colon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
NCI-H854,NCI-H854,Colon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NCI,0,1,3,6,0,-10.0,-10,,
RKO,RKO,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Parental,1,3,6,4,-10.0,-10,,
RKO-AS45-1,RKO-AS45-1,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
RKO-E6,RKO-E6,Colon,Carcinoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,Derivative Line,1,3,6,2,-10.0,-10,,
Hs 15.T,Hs 15.T,Connective Tissue,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 633T,Hs 633T,Connective Tissue,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ECACC,0,1,3,6,0,-10.0,-10,,
Hs 778(A).T,Hs 778(A).T,Connective Tissue,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 778(B).T,Hs 778(B).T,Connective Tissue,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
Hs 913(B).T,Hs 913(B).T,Connective Tissue,Fibrosarcoma,Unknown,Unknown,Unknown,Unknown,Unknown,ATCC,0,1,3,6,0,-10.0,-10,,
1B2C6,1B2C6,Embryo,Normal,Unknown,Japanese,19,Weeks,Fetal,RIKEN,Derivative Line,1,3,1,2,0.4,-10,,
1C3D3,1B2C6,Embryo,Normal,Unknown,Japanese,19,Weeks,Fetal,RIKEN,Derivative Line,1,3,1,2,0.4,-10,,
1C3IKEI,1B2C6,Embryo,Normal,Unknown,Japanese,19,Weeks,Fetal,RIKEN,Derivative Line,1,3,1,2,0.4,-10,,
2C6,1B2C6,Embryo,Normal,Unknown,Japanese,19,Weeks,Fetal,RIKEN,Derivative Line,1,3,1,2,0.4,-10,,
FHs 173We,FHs 173We,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC,0,1,3,6,0,-10.0,-10,,
H-AE-IV,H-AE-IV,Embryo,Normal,Unknown,Japanese,11,Weeks,Fetal,RIKEN,0,1,3,1,0,0.2,-10,,
HE12,HE12,Embryo,Normal,Unknown,Unknown,8,Weeks,Fetal,RIKEN,0,1,3,6,0,0.2,-10,,
HE13,HE13,Embryo,Normal,Unknown,Unknown,8,Weeks,Fetal,RIKEN,0,1,3,6,0,0.2,-10,,
HE16,HE16,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE18,HE18,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE19,HE19,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE21,HE21,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE22,HE22,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE27,HE27,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE28,HE28,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE29,HE29,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE30,HE30,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE31,HE31,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE32,HE32,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE33,HE33,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE34,HE34,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE36,HE36,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE37,HE37,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE38,HE38,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE39,HE39,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE40,HE40,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE41,HE41,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE42,HE42,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE46,HE46,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE47,HE47,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE48,HE48,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE49,HE49,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE50,HE50,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE51,HE51,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE52,HE52,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE53,HE53,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE54,HE54,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE55,HE55,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
HE57,HE57,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,RIKEN,0,1,3,6,0,-10.0,-10,,
hES BG01V,hES BG01V,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ATCC,0,1,3,6,0,-10.0,-10,,
HFFF2,HFFF2,Embryo,Normal,Unknown,Unknown,18,Weeks,Fetal,ECACC,0,1,3,6,0,0.3,-10,,
Hs 143.We,Hs 143.We,Embryo,Normal,Unknown,Caucasian,6,Weeks,Fetal,ATCC,0,1,3,5,0,0.1,-10,,
Hs 590.We,Hs 590.We,Embryo,Normal,Unknown,African,2,Weeks,Fetal,ATCC,0,1,3,2,0,0.0,-10,,
hTERT BJ,hTERT BJ,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal, --,0,1,3,6,0,-10.0,-10,,
NTI-4,NTI-4,Embryo,Normal,Unknown,Japanese,9,Weeks,Fetal,JCRB,unresolved,1,3,1,5,0.2,-10,,
NTI-5,NTI-5,Embryo,Normal,Unknown,Japanese,9,Weeks,Fetal,JCRB,unresolved,1,3,1,5,0.2,-10,,
OUMS-36,OUMS-36,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-1,OUMS-36T-1,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-1F,OUMS-36T-1F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-2,OUMS-36T-2,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-2F,OUMS-36T-2F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-3,OUMS-36T-3,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-3F,OUMS-36T-3F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-4,OUMS-36T-4,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-4F,OUMS-36T-4F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-5,OUMS-36T-5,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-5F,OUMS-36T-5F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-6,OUMS-36T-6,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-6F,OUMS-36T-6F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-7,OUMS-36T-7,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-7F,OUMS-36T-7F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-8,OUMS-36T-8,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
OUMS-36T-8F,OUMS-36T-8F,Embryo,Normal,Unknown,Japanese,Unknown,Unknown,Fetal,JCRB,0,1,3,1,0,-10.0,-10,,
S1814.PB5,S1814.PB5,Embryo,Normal,Unknown,Unknown,Unknown,Unknown,Fetal,ECACC,0,1,3,6,0,-10.0,-10,,
